id Note1 Note2 num All.SIDM00146_CPID1310_p-value All.SIDM00146_CPID1310_fdr All.SIDM00146_CPID1310_goodsgrna All.SIDM00146_CPID1310_lfc All.SIDM00146_CPID1313_p-value All.SIDM00146_CPID1313_fdr All.SIDM00146_CPID1313_goodsgrna All.SIDM00146_CPID1313_lfc All.SIDM00146_CPID1316_p-value All.SIDM00146_CPID1316_fdr All.SIDM00146_CPID1316_goodsgrna All.SIDM00146_CPID1316_lfc
ENAH~BCL2 LibraryCombinations LibraryCombinations 4 0.04702 0.792714 1 0.083165 0.95471 1.0 0 -0.031519 0.052906 0.773368 1 0.047823
ENAH~BCL2L1 LibraryCombinations LibraryCombinations 4 0.86206 1.0 1 -0.30036 0.98898 1.0 0 -0.11175 0.8563 1.0 1 -0.23092
ENAH~BRCA1 LibraryCombinations LibraryCombinations 4 0.65561 1.0 2 -0.62792 0.67476 1.0 2 -0.56102 0.65608 1.0 1 -0.32796
ENAH~BRCA2 LibraryCombinations LibraryCombinations 4 0.39275 1.0 3 -0.76039 0.21521 0.694395 3 -0.79782 0.51597 1.0 3 -0.57066
ENAH~BRD4 LibraryCombinations LibraryCombinations 4 0.43353 1.0 3 -0.51153 0.28917 0.850515 3 -0.67409 0.13964 0.535494 4 -0.6922
ENAH~CDK12 LibraryCombinations LibraryCombinations 4 0.62288 1.0 2 -0.66783 0.44759 1.0 3 -0.79406 0.35172 0.961371 3 -0.8621
ENAH~CDK4 LibraryCombinations LibraryCombinations 4 0.8058 1.0 1 -0.47723 0.60294 1.0 2 -0.65851 0.90732 1.0 1 -0.34124
ENAH~CDK6 LibraryCombinations LibraryCombinations 4 0.22978 0.729695 3 -0.90038 0.11057 0.466961 2 -0.72383 0.18591 0.628282 2 -0.87765
ENAH~CDK7 LibraryCombinations LibraryCombinations 4 0.0093773 0.12813 4 -1.3583 0.00027472 0.01562 4 -1.5871 0.0012645 0.042402 4 -1.6684
ENAH~CHEK1 LibraryCombinations LibraryCombinations 4 0.029295 0.231818 4 -1.2444 0.010377 0.138486 4 -1.1832 0.0015623 0.047919 4 -1.5066
ENAH~CHEK2 LibraryCombinations LibraryCombinations 4 0.88403 1.0 1 -0.2565 0.98905 1.0 0 -0.021266 0.93725 1.0 1 -0.067462
ENAH~CYLC2 LibrarySingletons LibrarySingletons 4 0.65256 1.0 2 -0.27299 0.11099 1.0 1 0.038566 0.81896 1.0 1 -0.31913
ENAH~DNMT1 LibraryCombinations LibraryCombinations 4 0.18677 0.62835 3 -0.6485 0.34238 0.94403 3 -0.62149 0.19778 0.658948 3 -0.71204
ENAH~DNMT3B LibraryCombinations LibraryCombinations 4 0.95804 1.0 0 -0.1725 0.98284 1.0 0 -0.17432 0.95604 1.0 0 -0.052711
ENAH~EZH2 LibraryCombinations LibraryCombinations 4 0.97448 1.0 0 -0.0017925 0.093952 1.0 1 0.2611 0.089355 0.995284 1 0.016839
ENAH~FGFR1 LibraryCombinations LibraryCombinations 4 0.11682 1.0 1 0.16132 0.14881 1.0 1 0.069392 0.19957 1.0 0 0.017981
ENAH~FGFR2 LibraryCombinations LibraryCombinations 4 0.13409 1.0 1 0.018819 0.89462 1.0 1 -0.089732 0.20059 1.0 0 0.018097
ENAH~GALR1 LibrarySingletons LibrarySingletons 4 0.45481 1.0 1 -0.31876 0.43984 1.0 2 -0.36115 0.58757 1.0 2 -0.34215
ENAH~GLS LibraryCombinations LibraryCombinations 4 0.37721 0.999494 2 -0.59809 0.76094 1.0 2 -0.25907 0.52047 1.0 2 -0.64813
ENAH~KMT2D LibraryCombinations LibraryCombinations 4 0.84926 1.0 1 -0.39094 0.61731 1.0 2 -0.5347 0.76809 1.0 2 -0.37391
ENAH~MCL1 LibraryCombinations LibraryCombinations 4 0.15144 0.551915 2 -0.50761 0.30001 0.871224 2 -0.4433 0.49114 1.0 2 -0.34864
ENAH~MTOR LibraryCombinations LibraryCombinations 4 0.25601 0.787605 3 -0.71993 0.066134 0.356235 4 -0.87519 0.20705 0.681496 3 -0.75322
ENAH~MYC LibraryCombinations LibraryCombinations 4 0.076693 0.38158 4 -0.93257 0.13236 0.515433 3 -0.89561 0.0027615 0.065963 4 -1.3731
ENAH~PARP1 LibraryCombinations LibraryCombinations 4 0.0053861 0.23638 2 0.15253 4.2885e-05 0.01433 2 0.4144 8.3431e-05 0.018695 3 0.46708
ENAH~PIK3CA LibraryCombinations LibraryCombinations 4 0.89308 1.0 1 -0.33669 0.93649 1.0 1 -0.048379 0.99076 1.0 0 -0.11463
ENAH~PIK3CB LibraryCombinations LibraryCombinations 4 0.75176 1.0 2 -0.33704 0.80476 1.0 1 -0.41786 0.89582 1.0 1 -0.34907
ENAH~PRMT1 LibraryCombinations LibraryCombinations 4 0.01288 0.150788 3 -1.1637 0.0078973 0.123397 4 -1.5184 0.015497 0.169051 4 -1.4221
ENAH~PRMT5 LibraryCombinations LibraryCombinations 4 0.087484 0.41052 4 -0.94285 0.0191 0.192757 4 -1.1048 0.12947 0.512948 4 -0.83326
ENAH~PTPN11 LibraryCombinations LibraryCombinations 4 0.73655 1.0 2 -0.44817 0.89091 1.0 1 -0.25907 0.4568 1.0 3 -0.63854
ENAH~RAD21 LibraryCombinations LibraryCombinations 4 0.017006 0.174707 4 -1.2908 0.013773 0.159617 4 -1.2029 0.57073 1.0 2 -0.77594
ENAH~RAD51 LibraryCombinations LibraryCombinations 4 0.4404 1.0 3 -0.71725 0.37532 0.996905 3 -0.69254 0.04766 0.300092 4 -1.0468
ENAH~RAF1 LibraryCombinations LibraryCombinations 4 0.67396 1.0 2 -0.34125 0.45625 1.0 3 -0.46446 0.71253 1.0 2 -0.3577
ENAH~TAZ LibraryCombinations LibraryCombinations 4 0.86846 1.0 1 -0.34959 0.82599 1.0 1 -0.28133 0.85918 1.0 1 -0.33235
ENAH~WEE1 LibraryCombinations LibraryCombinations 4 0.53921 1.0 2 -0.34443 0.51724 1.0 2 -0.27827 0.74388 1.0 2 -0.084861
ENAH~YAP1 LibraryCombinations LibraryCombinations 4 0.97164 1.0 0 -0.016882 0.81458 1.0 1 -0.10048 0.027152 0.488547 2 0.095792
EP300~ADAD1 LibrarySingletons LibrarySingletons 4 0.93666 1.0 1 -0.0021353 0.94572 1.0 0 -0.033618 0.25648 1.0 0 0.038764
EP300~AKT1 LibraryCombinations LibraryCombinations 4 0.93182 1.0 1 -0.20609 0.97619 1.0 0 -0.065249 0.91254 1.0 1 -0.16608
EP300~AR LibraryCombinations LibraryCombinations 4 0.92881 1.0 1 -0.038377 0.97562 1.0 0 -0.00038214 0.96058 1.0 0 -0.080022
EP300~ARID1A LibraryCombinations LibraryCombinations 4 0.42277 1.0 3 -0.4816 0.91083 1.0 1 -0.32194 0.9487 1.0 0 -0.14362
EP300~ARID1B LibraryCombinations LibraryCombinations 4 0.8937 1.0 1 -0.17412 0.87633 1.0 1 -0.16927 0.92839 1.0 1 -0.13955
EP300~ATM LibraryCombinations LibraryCombinations 4 0.96906 1.0 0 -0.20811 0.91164 1.0 1 -0.077941 0.92324 1.0 1 -0.1586
EP300~ATR LibraryCombinations LibraryCombinations 4 0.45179 1.0 3 -0.74459 0.1185 0.483635 4 -0.82382 0.067692 0.362398 4 -0.84108
EP300~BARD1 LibraryCombinations LibraryCombinations 4 0.95382 1.0 0 -0.13494 0.93321 1.0 1 -0.15662 0.88775 1.0 1 -0.2197
EP300~BCL2 LibraryCombinations LibraryCombinations 4 0.89759 1.0 1 -0.080691 0.13201 1.0 1 0.070101 0.93306 1.0 1 -0.013274
EP300~BCL2L1 LibraryCombinations LibraryCombinations 4 0.75225 1.0 2 -0.40001 0.93546 1.0 1 -0.146 0.90473 1.0 1 -0.22207
EP300~BRCA1 LibraryCombinations LibraryCombinations 4 0.79546 1.0 2 -0.4575 0.86897 1.0 1 -0.41016 0.65972 1.0 2 -0.43812
EP300~BRCA2 LibraryCombinations LibraryCombinations 4 0.26837 0.814355 3 -0.83019 0.87765 1.0 1 -0.49472 0.51666 1.0 3 -0.59269
EP300~BRD4 LibraryCombinations LibraryCombinations 4 0.17187 0.592394 4 -0.65885 0.048938 0.305776 4 -0.70701 0.17877 0.609342 3 -0.56962
EP300~CDK12 LibraryCombinations LibraryCombinations 4 0.13103 0.510061 4 -0.93607 0.50039 1.0 2 -0.78216 0.31264 0.897484 3 -0.86427
EP300~CDK4 LibraryCombinations LibraryCombinations 4 0.1569 0.562634 4 -0.64985 0.34268 0.944105 3 -0.62904 0.16084 0.574444 4 -0.48768
EP300~CDK6 LibraryCombinations LibraryCombinations 4 0.12141 0.489302 4 -1.0008 0.091028 0.421816 2 -0.94162 0.39467 1.0 3 -0.80932
EP300~CDK7 LibraryCombinations LibraryCombinations 4 0.035554 0.254202 4 -1.2179 0.090742 0.421246 4 -0.95783 0.25493 0.787111 3 -0.92476
EP300~CHEK1 LibraryCombinations LibraryCombinations 4 0.10132 0.445193 4 -0.97884 0.0030833 0.074433 4 -1.4992 0.0033063 0.074001 4 -1.4673
EP300~CHEK2 LibraryCombinations LibraryCombinations 4 0.97397 1.0 0 -0.10858 0.99095 1.0 0 -0.04284 0.95425 1.0 0 -0.17943
EP300~CYLC2 LibrarySingletons LibrarySingletons 4 0.93744 1.0 1 -0.075746 0.97068 1.0 0 -0.031561 0.22891 1.0 0 0.0029819
EP300~DNMT1 LibraryCombinations LibraryCombinations 4 0.64769 1.0 2 -0.503 0.90489 1.0 1 -0.34651 0.1212 0.496682 4 -0.72587
EP300~DNMT3B LibraryCombinations LibraryCombinations 4 0.89645 1.0 1 -0.21832 0.76112 1.0 2 -0.33574 0.80278 1.0 2 -0.21644
EP300~EZH2 LibraryCombinations LibraryCombinations 4 0.79106 1.0 2 -0.26589 0.96544 1.0 0 -0.089645 0.86634 1.0 1 -0.06873
EP300~FGFR1 LibraryCombinations LibraryCombinations 4 0.88685 1.0 1 -0.083161 0.9793 1.0 0 -0.028882 0.94153 1.0 0 -0.090707
EP300~FGFR2 LibraryCombinations LibraryCombinations 4 0.057772 0.876806 1 0.15107 0.92953 1.0 1 -0.043568 0.19753 1.0 0 0.16117
EP300~GALR1 LibrarySingletons LibrarySingletons 4 0.66435 1.0 2 -0.36583 0.72869 1.0 2 -0.30692 0.83152 1.0 1 -0.14538
EP300~GLS LibraryCombinations LibraryCombinations 4 0.46001 1.0 3 -0.51419 0.65109 1.0 2 -0.49297 0.802 1.0 2 -0.5012
EP300~KMT2D LibraryCombinations LibraryCombinations 4 0.62588 1.0 2 -0.55059 0.47951 1.0 3 -0.59273 0.75123 1.0 2 -0.45757
EP300~MCL1 LibraryCombinations LibraryCombinations 4 0.95539 1.0 0 -0.1732 0.91642 1.0 1 -0.1722 0.85628 1.0 1 -0.14317
EP300~MTOR LibraryCombinations LibraryCombinations 4 0.39438 1.0 2 -0.5796 0.17107 0.588487 3 -0.73073 0.043341 0.287337 4 -0.87633
EP300~MYC LibraryCombinations LibraryCombinations 4 0.026161 0.218641 4 -1.1028 0.01996 0.196798 4 -0.93497 0.010921 0.142041 4 -1.1309
EP300~PARP1 LibraryCombinations LibraryCombinations 4 0.03063 0.615296 1 0.16354 0.0010752 0.085334 2 0.48656 0.00031605 0.042869 2 0.41762
EP300~PIK3CA LibraryCombinations LibraryCombinations 4 0.91903 1.0 1 -0.11627 0.70232 1.0 2 -0.48983 0.90274 1.0 1 -0.25255
EP300~PIK3CB LibraryCombinations LibraryCombinations 4 0.70248 1.0 2 -0.36951 0.81303 1.0 2 -0.39435 0.80977 1.0 2 -0.24466
EP300~PRMT1 LibraryCombinations LibraryCombinations 4 0.013277 0.152801 4 -1.3502 0.012564 0.153701 3 -1.2642 0.013011 0.154019 4 -1.2234
EP300~PRMT5 LibraryCombinations LibraryCombinations 4 0.058709 0.333201 4 -0.87382 0.59314 1.0 2 -0.55325 0.26879 0.815373 3 -0.84591
EP300~PTPN11 LibraryCombinations LibraryCombinations 4 0.86799 1.0 1 -0.34922 0.1442 0.538109 4 -0.61328 0.74878 1.0 2 -0.40567
EP300~RAD21 LibraryCombinations LibraryCombinations 4 0.15434 0.557611 4 -0.95405 0.06481 0.351668 4 -1.1129 0.045252 0.293482 4 -1.187
EP300~RAD51 LibraryCombinations LibraryCombinations 4 0.66232 1.0 2 -0.59907 0.36 0.973171 3 -0.81937 0.05389 0.320162 4 -0.97252
EP300~RAF1 LibraryCombinations LibraryCombinations 4 0.64236 1.0 2 -0.41555 0.70292 1.0 2 -0.33227 0.89918 1.0 1 -0.26759
EP300~TAZ LibraryCombinations LibraryCombinations 4 0.88248 1.0 1 -0.28455 0.8647 1.0 1 -0.27213 0.94192 1.0 0 -0.11254
EP300~WEE1 LibraryCombinations LibraryCombinations 4 0.53882 1.0 2 -0.35843 0.66107 1.0 2 -0.14888 0.011001 0.322881 1 0.14642
EP300~YAP1 LibraryCombinations LibraryCombinations 4 0.95304 1.0 0 -0.10787 0.9891 1.0 0 -0.021914 0.96762 1.0 0 -0.10112
ERAS~ADAD1 LibrarySingletons LibrarySingletons 4 0.14386 1.0 1 0.23336 0.084464 1.0 1 0.31853 0.092238 1.0 1 0.19007
ERAS~AKT1 LibraryCombinations LibraryCombinations 4 0.14687 1.0 1 0.14607 0.93754 1.0 0 -0.18183 0.079838 0.95671 1 0.15022
ERAS~AR LibraryCombinations LibraryCombinations 4 0.13513 1.0 1 0.15052 0.020193 0.444059 2 0.11274 0.12643 1.0 1 0.056112
ERAS~ARID1A LibraryCombinations LibraryCombinations 4 0.99278 1.0 0 -0.02894 0.96571 1.0 0 -0.26623 0.9189 1.0 1 -0.22072
ERAS~ARID1B LibraryCombinations LibraryCombinations 4 0.25805 1.0 0 0.05224 0.1469 1.0 1 0.11055 0.31212 1.0 0 0.064401
ERAS~ATM LibraryCombinations LibraryCombinations 4 0.19222 1.0 0 0.11225 0.36091 1.0 0 0.080198 0.41088 1.0 0 0.017102
ERAS~ATR LibraryCombinations LibraryCombinations 4 0.013737 0.155743 4 -1.3682 0.036816 0.265749 4 -1.1029 0.051422 0.311623 4 -1.2197
ERAS~BARD1 LibraryCombinations LibraryCombinations 4 0.99012 1.0 0 -0.052705 0.86918 1.0 1 -0.39315 0.92821 1.0 1 -0.10866
ERAS~BCL2 LibraryCombinations LibraryCombinations 4 0.05928 0.886275 1 0.32503 0.018349 0.42558 2 0.26367 0.01499 0.383235 2 0.35628
ERAS~BCL2L1 LibraryCombinations LibraryCombinations 4 0.94957 1.0 0 -0.17047 0.95336 1.0 0 -0.22326 0.95075 1.0 0 -0.21529
ERAS~BRCA1 LibraryCombinations LibraryCombinations 4 0.87262 1.0 1 -0.39545 0.50072 1.0 3 -0.61963 0.77211 1.0 2 -0.48561
ERAS~BRCA2 LibraryCombinations LibraryCombinations 4 0.35255 0.962308 3 -0.83315 0.26782 0.810339 3 -0.89698 0.48417 1.0 3 -0.67973
ERAS~BRD4 LibraryCombinations LibraryCombinations 4 0.11231 0.468411 4 -0.81967 0.035737 0.26281 4 -1.0105 0.062259 0.345627 4 -0.86605
ERAS~CDK12 LibraryCombinations LibraryCombinations 4 0.21062 0.686809 3 -0.81144 0.18377 0.618297 3 -0.96003 0.2381 0.752829 3 -0.78977
ERAS~CDK4 LibraryCombinations LibraryCombinations 4 0.50617 1.0 3 -0.62865 0.43205 1.0 3 -0.58097 0.76646 1.0 2 -0.44978
ERAS~CDK6 LibraryCombinations LibraryCombinations 4 0.36766 0.985492 2 -0.69536 0.37272 0.992604 2 -0.57815 0.35073 0.960646 2 -0.76195
ERAS~CDK7 LibraryCombinations LibraryCombinations 4 0.081114 0.393713 4 -1.2211 0.0063441 0.110252 4 -1.3775 0.066049 0.358009 4 -1.0296
ERAS~CHEK1 LibraryCombinations LibraryCombinations 4 0.020708 0.191603 4 -1.1924 0.0029118 0.072039 4 -1.4575 0.0044156 0.089377 4 -1.334
ERAS~CHEK2 LibraryCombinations LibraryCombinations 4 0.9194 1.0 1 -0.086868 0.96987 1.0 0 -0.053471 0.28706 1.0 0 0.16621
ERAS~CYLC2 LibrarySingletons LibrarySingletons 4 0.21923 1.0 0 0.16261 0.14945 1.0 1 0.11952 0.34885 1.0 0 0.094948
ERAS~DNMT1 LibraryCombinations LibraryCombinations 4 0.37206 0.991543 3 -0.62725 0.595 1.0 2 -0.64176 0.69492 1.0 2 -0.44096
ERAS~DNMT3B LibraryCombinations LibraryCombinations 4 0.94293 1.0 0 -0.13575 0.92583 1.0 1 -0.21343 0.87526 1.0 1 -0.22435
ERAS~EZH2 LibraryCombinations LibraryCombinations 4 0.11432 1.0 1 0.16153 0.11484 1.0 1 0.27247 0.45 1.0 0 0.11526
ERAS~FGFR1 LibraryCombinations LibraryCombinations 4 0.10802 1.0 1 0.29015 0.27609 1.0 0 0.055593 0.0064686 0.241846 2 0.3856
ERAS~FGFR2 LibraryCombinations LibraryCombinations 4 0.20964 1.0 0 0.20246 0.10964 1.0 1 0.10646 0.19988 1.0 0 0.28466
ERAS~GALR1 LibrarySingletons LibrarySingletons 4 0.66062 1.0 2 -0.11905 0.58428 1.0 2 -0.2441 0.352 0.961915 1 -0.28079
ERAS~GLS LibraryCombinations LibraryCombinations 4 0.60232 1.0 2 -0.5054 0.89976 1.0 1 -0.3415 0.26831 0.814552 3 -0.55536
ERAS~KMT2D LibraryCombinations LibraryCombinations 4 0.87748 1.0 1 -0.42681 0.90995 1.0 1 -0.32162 0.92509 1.0 1 -0.29215
ERAS~MCL1 LibraryCombinations LibraryCombinations 4 0.54056 1.0 2 -0.35674 0.64258 1.0 1 -0.25182 0.68525 1.0 2 -0.196
ERAS~MTOR LibraryCombinations LibraryCombinations 4 0.33334 0.936038 3 -0.69717 0.46034 1.0 2 -0.68515 0.17475 0.599333 4 -0.75211
ERAS~MYC LibraryCombinations LibraryCombinations 4 0.067892 0.359906 4 -1.1251 0.034505 0.25903 4 -0.96466 0.020435 0.19291 4 -1.1882
ERAS~PARP1 LibraryCombinations LibraryCombinations 4 0.001619 0.105244 2 0.36402 0.0040897 0.203916 2 0.30954 0.00027213 0.039266 2 0.46537
ERAS~PIK3CA LibraryCombinations LibraryCombinations 4 0.98487 1.0 0 -0.032399 0.14505 1.0 1 0.012984 0.9829 1.0 0 -0.090472
ERAS~PIK3CB LibraryCombinations LibraryCombinations 4 0.85003 1.0 1 -0.26546 0.84168 1.0 1 -0.35268 0.96941 1.0 0 -0.20195
ERAS~PRMT1 LibraryCombinations LibraryCombinations 4 0.0078662 0.116425 4 -1.6668 0.050482 0.310728 4 -1.3676 0.0022594 0.059114 3 -1.4927
ERAS~PRMT5 LibraryCombinations LibraryCombinations 4 0.092288 0.42282 4 -1.0019 0.012331 0.152116 4 -1.2906 0.043814 0.289165 4 -1.0285
ERAS~PTPN11 LibraryCombinations LibraryCombinations 4 0.8522 1.0 1 -0.38845 0.94502 1.0 0 -0.10006 0.97997 1.0 0 -0.11847
ERAS~RAD21 LibraryCombinations LibraryCombinations 4 0.20979 0.684818 3 -1.048 0.14922 0.549196 4 -0.84249 0.15888 0.570778 3 -1.072
ERAS~RAD51 LibraryCombinations LibraryCombinations 4 0.070609 0.366387 4 -1.1966 0.2772 0.82769 3 -0.68705 0.038797 0.270584 4 -1.0611
ERAS~RAF1 LibraryCombinations LibraryCombinations 4 0.92043 1.0 1 -0.076165 0.84342 1.0 1 -0.26836 0.8628 1.0 1 -0.33279
ERAS~TAZ LibraryCombinations LibraryCombinations 4 0.85388 1.0 1 -0.2104 0.86611 1.0 1 -0.25662 0.94118 1.0 0 -0.22927
ERAS~WEE1 LibraryCombinations LibraryCombinations 4 0.61661 1.0 2 -0.23181 0.63756 1.0 2 -0.251 0.68404 1.0 1 -0.24546
ERAS~YAP1 LibraryCombinations LibraryCombinations 4 0.32851 1.0 0 0.058542 0.98893 1.0 0 -0.043874 0.090365 1.0 1 0.12123
ERBB2~ADAD1 GIControls GIControlsSingletons 8 0.22054 1.0 1 0.020947 0.043376 0.73634 2 0.19673 0.2965 1.0 1 0.11794
ERBB2~ADAD1 LibrarySingletons LibrarySingletons 8 0.22054 1.0 1 0.020947 0.043376 0.73634 2 0.19673 0.2965 1.0 1 0.11794
ERBB2~AKT1 LibraryCombinations LibraryCombinations 4 0.88423 1.0 1 -0.052044 0.13419 1.0 1 0.021775 0.089184 0.99396 1 0.019061
ERBB2~AR LibraryCombinations LibraryCombinations 4 0.98479 1.0 0 -0.019431 0.054374 0.831187 1 0.17363 0.08532 0.977206 1 0.070191
ERBB2~ARID1A LibraryCombinations LibraryCombinations 4 0.65267 1.0 2 -0.37928 0.92814 1.0 1 -0.10864 0.65101 1.0 2 -0.31828
ERBB2~ARID1B LibraryCombinations LibraryCombinations 4 0.96598 1.0 0 -0.026981 0.10607 1.0 1 0.1159 0.2498 1.0 0 0.053606
ERBB2~ATM LibraryCombinations LibraryCombinations 4 0.98828 1.0 0 -0.037811 0.15495 1.0 1 0.13307 0.9729 1.0 0 -0.1224
ERBB2~ATR LibraryCombinations LibraryCombinations 4 0.015884 0.167215 4 -1.256 0.017279 0.181601 4 -1.0259 0.0048725 0.093934 4 -1.288
ERBB2~BARD1 LibraryCombinations LibraryCombinations 4 0.93659 1.0 1 -0.12058 0.9262 1.0 1 -0.15737 0.9495 1.0 0 -0.234
ERBB2~BCL2 LibraryCombinations LibraryCombinations 4 0.010647 0.346053 2 0.27066 0.0055665 0.24823 2 0.37544 0.024738 0.473085 2 0.3279
ERBB2~BCL2L1 LibraryCombinations LibraryCombinations 4 0.85931 1.0 1 -0.25893 0.67206 1.0 1 -0.25825 0.80677 1.0 2 -0.29205
ERBB2~BRAF GIControls GIControlsCombinations 16 0.99407 1.0 4 -0.31887 0.99342 1.0 5 -0.27327 0.99829 1.0 3 -0.20523
ERBB2~BRCA1 LibraryCombinations LibraryCombinations 4 0.67609 1.0 2 -0.34133 0.46457 1.0 3 -0.55898 0.41968 1.0 3 -0.6474
ERBB2~BRCA2 LibraryCombinations LibraryCombinations 4 0.19712 0.655014 3 -0.6299 0.12127 0.489973 4 -0.84409 0.40569 1.0 3 -0.59538
ERBB2~BRD4 LibraryCombinations LibraryCombinations 4 0.054184 0.318038 4 -0.66579 0.10068 0.444524 4 -0.86477 0.0058144 0.103324 4 -0.97708
ERBB2~CDK12 LibraryCombinations LibraryCombinations 4 0.53286 1.0 3 -0.80068 0.31581 0.898587 2 -0.80559 0.29765 0.872214 2 -0.92886
ERBB2~CDK4 LibraryCombinations LibraryCombinations 4 0.32935 0.92961 3 -0.67517 0.45807 1.0 3 -0.4999 0.45256 1.0 3 -0.58235
ERBB2~CDK6 LibraryCombinations LibraryCombinations 4 0.74263 1.0 2 -0.5468 0.46699 1.0 3 -0.78681 0.11169 0.476337 2 -0.92878
ERBB2~CDK7 LibraryCombinations LibraryCombinations 4 0.0011543 0.037971 4 -1.675 0.010297 0.138039 4 -1.4642 0.016957 0.176586 4 -1.3207
ERBB2~CHEK1 LibraryCombinations LibraryCombinations 4 0.0028213 0.064291 4 -1.3608 0.0037918 0.08398 4 -1.4581 0.0097588 0.134401 3 -1.394
ERBB2~CHEK2 LibraryCombinations LibraryCombinations 4 0.35163 1.0 0 0.018685 0.86419 1.0 1 -0.097231 0.99059 1.0 0 -0.066705
ERBB2~CYLC2 GIControls GIControlsSingletons 8 0.26129 1.0 1 0.091309 0.97962 1.0 2 -0.016047 0.97151 1.0 2 -0.15272
ERBB2~CYLC2 LibrarySingletons LibrarySingletons 8 0.26129 1.0 1 0.091309 0.97962 1.0 2 -0.016047 0.97151 1.0 2 -0.15272
ERBB2~DNMT1 LibraryCombinations LibraryCombinations 4 0.078601 0.386449 4 -0.8455 0.11503 0.475693 4 -0.80214 0.24905 0.775369 3 -0.74774
ERBB2~DNMT3B LibraryCombinations LibraryCombinations 4 0.86918 1.0 1 -0.14334 0.72113 1.0 2 -0.1885 0.95282 1.0 0 -0.12907
ERBB2~EZH2 LibraryCombinations LibraryCombinations 4 0.96624 1.0 0 -0.02619 0.94613 1.0 0 -0.018226 0.19593 1.0 0 0.2497
ERBB2~FGFR1 LibraryCombinations LibraryCombinations 4 0.052593 0.843222 1 0.16265 0.20827 1.0 0 0.11975 0.1598 1.0 1 0.2045
ERBB2~FGFR2 LibraryCombinations LibraryCombinations 4 0.0095306 0.325508 2 0.22159 0.11979 1.0 1 0.17223 0.24589 1.0 0 0.10121
ERBB2~GALR1 LibrarySingletons LibrarySingletons 4 0.84745 1.0 1 -0.16652 0.88248 1.0 1 -0.031146 0.74249 1.0 1 -0.16091
ERBB2~GLS LibraryCombinations LibraryCombinations 4 0.84947 1.0 1 -0.29195 0.78676 1.0 2 -0.39168 0.74789 1.0 2 -0.43326
ERBB2~KLK12 GIControls GIControlsSingletons 8 0.21999 1.0 1 0.095436 0.037378 0.676745 2 0.1131 0.41465 1.0 0 0.077176
ERBB2~KMT2D LibraryCombinations LibraryCombinations 4 0.74974 1.0 2 -0.42736 0.62034 1.0 1 -0.42245 0.3825 1.0 3 -0.69318
ERBB2~MCL1 LibraryCombinations LibraryCombinations 4 0.57873 1.0 2 -0.31848 0.77888 1.0 1 -0.16505 0.70523 1.0 1 -0.24948
ERBB2~MTOR LibraryCombinations LibraryCombinations 4 0.33845 0.943573 3 -0.57552 0.03447 0.25903 4 -1.0143 0.043739 0.289019 4 -1.0976
ERBB2~MYC LibraryCombinations LibraryCombinations 4 0.060138 0.337195 4 -1.0115 0.0037424 0.083371 4 -1.1984 0.062087 0.345276 4 -0.95129
ERBB2~PARP1 LibraryCombinations LibraryCombinations 4 0.0082233 0.30371 2 0.3861 0.0020442 0.133799 2 0.34263 0.00091566 0.078917 3 0.3291
ERBB2~PIK3CA LibraryCombinations LibraryCombinations 4 0.94939 1.0 0 -0.13228 0.92846 1.0 1 -0.1613 0.963 1.0 0 -0.025497
ERBB2~PIK3CB LibraryCombinations LibraryCombinations 4 0.76895 1.0 2 -0.38524 0.88409 1.0 1 -0.22473 0.775 1.0 2 -0.39139
ERBB2~PRMT1 LibraryCombinations LibraryCombinations 4 0.039565 0.269224 4 -1.1971 0.044092 0.290698 4 -1.3126 0.016262 0.173231 4 -1.488
ERBB2~PRMT5 LibraryCombinations LibraryCombinations 4 0.045931 0.28978 4 -1.0518 0.0080918 0.124595 4 -1.0965 0.005488 0.100509 4 -1.0943
ERBB2~PTPN11 LibraryCombinations LibraryCombinations 4 0.76506 1.0 2 -0.34313 0.59573 1.0 2 -0.56837 0.62238 1.0 2 -0.49602
ERBB2~RAD21 LibraryCombinations LibraryCombinations 4 0.032023 0.241467 4 -1.2279 0.028939 0.237077 4 -1.4247 0.23894 0.754334 3 -0.9347
ERBB2~RAD51 LibraryCombinations LibraryCombinations 4 0.039117 0.268005 4 -1.0167 0.025367 0.223215 4 -0.96326 0.20652 0.680306 3 -0.80938
ERBB2~RAF1 LibraryCombinations LibraryCombinations 4 0.59961 1.0 1 -0.27017 0.65145 1.0 2 -0.29611 0.45167 1.0 2 -0.37872
ERBB2~TAZ LibraryCombinations LibraryCombinations 4 0.96165 1.0 0 -0.18088 0.78291 1.0 1 -0.24727 0.93407 1.0 1 -0.24905
ERBB2~WEE1 LibraryCombinations LibraryCombinations 4 0.12252 0.492019 2 -0.5187 0.095585 0.432241 2 -0.53534 0.29974 0.874974 2 -0.49645
ERBB2~WFDC11 GIControls GIControlsCombinations 16 0.99989 1.0 2 -0.016091 1.0 1.0 0 -0.062377 0.99966 1.0 3 -0.093033
ERBB2~YAP1 LibraryCombinations LibraryCombinations 4 0.9645 1.0 0 -0.065175 0.88944 1.0 1 -0.014764 0.13077 1.0 1 0.039547
ERBB3~ADAD1 LibrarySingletons LibrarySingletons 4 0.97443 1.0 0 -0.082874 0.98708 1.0 0 -0.018187 0.91557 1.0 1 -0.16338
